genes	cluster
CEG45666	CEG45666	67
CEG45872	CEG45872	67
CEG47490	CEG47490	67
CEG48342	CEG48342	67
CEG39568	CEG39568	67
CEG47776	CEG47776	67
CEG46649	CEG46649	67
CEG44502	CEG44502	67
CEG42543	CEG42543	67
CEG37403	CEG37403	67
CEG47887	CEG47887	67
CEG39944	CEG39944	67
CEG38575	CEG38575	67
CEG44331	CEG44331	67
CEG50112	CEG50112	67
CEG38965	CEG38965	67
CEG43192	CEG43192	67
CEG43455	CEG43455	67
CEG36602	CEG36602	67
CEG40287	CEG40287	67
CEG36450	CEG36450	67
CEG41349	CEG41349	67
CEG35793	CEG35793	67
CEG45475	CEG45475	67
CEG48968	CEG48968	67
CEG48284	CEG48284	67
CEG37886	CEG37886	67
CEG48886	CEG48886	67
CEG36470	CEG36470	67
CEG43433	CEG43433	67
CEG40935	CEG40935	67
CEG48571	CEG48571	67
CEG47551	CEG47551	67
CEG49618	CEG49618	67
CEG36150	CEG36150	67
CEG35099	CEG35099	67
CEG39657	CEG39657	67
CEG47208	CEG47208	67
CEG42891	CEG42891	67
CEG48719	CEG48719	67
CEG48991	CEG48991	67
CEG43141	CEG43141	67
CEG46618	CEG46618	67
CEG47013	CEG47013	67
CEG47780	CEG47780	67
CEG43977	CEG43977	67
CEG49859	CEG49859	67
CEG43081	CEG43081	67
CEG47550	CEG47550	67
CEG40903	CEG40903	67
CEG35373	CEG35373	67
CEG38893	CEG38893	67
CEG40282	CEG40282	67
CEG47377	CEG47377	67
CEG36746	CEG36746	67
CEG40248	CEG40248	68
CEG44128	CEG44128	68
CEG38288	CEG38288	68
CEG35346	CEG35346	68
CEG48312	CEG48312	68
CEG43093	CEG43093	68
CEG35106	CEG35106	68
CEG50150	CEG50150	68
CEG46474	CEG46474	68
CEG47165	CEG47165	68
CEG38067	CEG38067	68
CEG47592	CEG47592	68
CEG45526	CEG45526	68
CEG42052	CEG42052	68
CEG41801	CEG41801	68
CEG40828	CEG40828	68
CEG48412	CEG48412	68
CEG45623	CEG45623	68
CEG50235	CEG50235	68
CEG39607	CEG39607	68
CEG35487	CEG35487	68
CEG49138	CEG49138	68
CEG35342	CEG35342	68
CEG39149	CEG39149	68
CEG43929	CEG43929	68
CEG47457	CEG47457	68
CEG47356	CEG47356	68
CEG45012	CEG45012	68
CEG46247	CEG46247	68
CEG35159	CEG35159	68
CEG49600	CEG49600	68
CEG46217	CEG46217	68
CEG45026	CEG45026	68
CEG42522	CEG42522	68
CEG46216	CEG46216	68
CEG46620	CEG46620	68
CEG38019	CEG38019	68
CEG39698	CEG39698	68
CEG42831	CEG42831	68
CEG45489	CEG45489	68
CEG47139	CEG47139	68
CEG46340	CEG46340	68
CEG35896	CEG35896	68
CEG39108	CEG39108	68
CEG45703	CEG45703	68
CEG35567	CEG35567	68
CEG39989	CEG39989	68
CEG47911	CEG47911	68
CEG47656	CEG47656	68
CEG49504	CEG49504	68
CEG36447	CEG36447	68
CEG46473	CEG46473	68
CEG35158	CEG35158	68
CEG50241	CEG50241	68
CEG37382	CEG37382	68
CEG37688	CEG37688	68
CEG38291	CEG38291	68
CEG46313	CEG46313	68
CEG39193	CEG39193	68
CEG48625	CEG48625	68
CEG47051	CEG47051	68
CEG40624	CEG40624	68
CEG46123	CEG46123	68
CEG40932	CEG40932	68
CEG36825	CEG36825	68
CEG36091	CEG36091	68
CEG49946	CEG49946	68
CEG45356	CEG45356	68
CEG40164	CEG40164	68
CEG40072	CEG40072	68
CEG37466	CEG37466	68
CEG39050	CEG39050	68
CEG43441	CEG43441	68
CEG40904	CEG40904	68
CEG38910	CEG38910	68
CEG36269	CEG36269	68
CEG46901	CEG46901	68
CEG48596	CEG48596	68
CEG35860	CEG35860	68
CEG50193	CEG50193	68
CEG35513	CEG35513	68
CEG48184	CEG48184	68
CEG44966	CEG44966	68
CEG41378	CEG41378	68
CEG44160	CEG44160	68
CEG43507	CEG43507	68
CEG49019	CEG49019	68
CEG44573	CEG44573	68
CEG43119	CEG43119	68
CEG37586	CEG37586	68
CEG50058	CEG50058	68
CEG43944	CEG43944	68
CEG40485	CEG40485	68
CEG41753	CEG41753	68
CEG38271	CEG38271	68
CEG44974	CEG44974	68
CEG43798	CEG43798	68
CEG49213	CEG49213	68
CEG50379	CEG50379	68
CEG49956	CEG49956	68
CEG50522	CEG50522	68
CEG37362	CEG37362	68
CEG38377	CEG38377	68
CEG48332	CEG48332	68
CEG49737	CEG49737	68
CEG41306	CEG41306	69
CEG45119	CEG45119	69
CEG44130	CEG44130	69
CEG39340	CEG39340	69
CEG47496	CEG47496	69
CEG49922	CEG49922	69
CEG50395	CEG50395	69
CEG42414	CEG42414	69
CEG44790	CEG44790	69
CEG48140	CEG48140	69
CEG35964	CEG35964	69
CEG39955	CEG39955	69
CEG42371	CEG42371	69
CEG35374	CEG35374	69
CEG44941	CEG44941	69
CEG41290	CEG41290	69
CEG40694	CEG40694	69
CEG41696	CEG41696	69
CEG45457	CEG45457	69
CEG42592	CEG42592	69
CEG40693	CEG40693	69
CEG41656	CEG41656	69
CEG40096	CEG40096	69
CEG47132	CEG47132	69
CEG44088	CEG44088	69
CEG49038	CEG49038	69
CEG48391	CEG48391	69
CEG47002	CEG47002	69
CEG48309	CEG48309	69
CEG48911	CEG48911	69
CEG46830	CEG46830	69
CEG35726	CEG35726	69
CEG41484	CEG41484	69
CEG45574	CEG45574	69
CEG36310	CEG36310	69
CEG48411	CEG48411	69
CEG42626	CEG42626	69
CEG42565	CEG42565	69
CEG41307	CEG41307	69
CEG49476	CEG49476	69
CEG48468	CEG48468	69
CEG44540	CEG44540	69
CEG37323	CEG37323	69
CEG48436	CEG48436	69
CEG45573	CEG45573	69
CEG38189	CEG38189	69
CEG49421	CEG49421	69
CEG45042	CEG45042	69
CEG38745	CEG38745	69
CEG41308	CEG41308	69
CEG42567	CEG42567	69
CEG36112	CEG36112	69
CEG38945	CEG38945	69
CEG47420	CEG47420	69
CEG37923	CEG37923	69
CEG39476	CEG39476	69
CEG38544	CEG38544	69
CEG40269	CEG40269	69
CEG49847	CEG49847	69
CEG47130	CEG47130	69
CEG38424	CEG38424	69
CEG44977	CEG44977	69
CEG50125	CEG50125	69
CEG45572	CEG45572	69
CEG50458	CEG50458	69
CEG41632	CEG41632	69
CEG49018	CEG49018	69
CEG40770	CEG40770	69
CEG37133	CEG37133	69
CEG35998	CEG35998	69
CEG36456	CEG36456	69
CEG40796	CEG40796	69
CEG45202	CEG45202	69
CEG35250	CEG35250	69
CEG39146	CEG39146	69
CEG35757	CEG35757	70
CEG37308	CEG37308	70
CEG44194	CEG44194	70
CEG46653	CEG46653	70
CEG48031	CEG48031	70
CEG38955	CEG38955	70
CEG50012	CEG50012	70
CEG48951	CEG48951	70
CEG35326	CEG35326	70
CEG47005	CEG47005	70
CEG37447	CEG37447	70
CEG46969	CEG46969	70
CEG47305	CEG47305	70
CEG38700	CEG38700	70
CEG50118	CEG50118	70
CEG37458	CEG37458	70
CEG47117	CEG47117	70
CEG38339	CEG38339	70
CEG47123	CEG47123	70
CEG40756	CEG40756	70
CEG49634	CEG49634	70
CEG38949	CEG38949	70
CEG38141	CEG38141	70
CEG42174	CEG42174	70
CEG41942	CEG41942	70
CEG35128	CEG35128	70
CEG44652	CEG44652	70
CEG47085	CEG47085	70
CEG49768	CEG49768	70
CEG38609	CEG38609	70
CEG38950	CEG38950	70
CEG41812	CEG41812	70
CEG42400	CEG42400	70
CEG35430	CEG35430	70
CEG41128	CEG41128	70
CEG40548	CEG40548	70
CEG47818	CEG47818	70
CEG44664	CEG44664	70
CEG45301	CEG45301	70
CEG37926	CEG37926	70
CEG43957	CEG43957	70
CEG40219	CEG40219	70
CEG37224	CEG37224	70
CEG49855	CEG49855	70
CEG43832	CEG43832	70
CEG50260	CEG50260	70
CEG40549	CEG40549	70
CEG47488	CEG47488	70
CEG35594	CEG35594	70
CEG49324	CEG49324	70
CEG44862	CEG44862	70
CEG37498	CEG37498	70
CEG36500	CEG36500	70
CEG48682	CEG48682	70
CEG43145	CEG43145	70
CEG41163	CEG41163	70
CEG48459	CEG48459	70
CEG46502	CEG46502	70
CEG35244	CEG35244	70
CEG41519	CEG41519	70
CEG43269	CEG43269	70
CEG43234	CEG43234	70
CEG36071	CEG36071	70
CEG36489	CEG36489	70
CEG50305	CEG50305	70
CEG38601	CEG38601	70
CEG39334	CEG39334	70
CEG47282	CEG47282	70
CEG38876	CEG38876	70
CEG49160	CEG49160	70
CEG48107	CEG48107	70
CEG36968	CEG36968	70
CEG45098	CEG45098	70
CEG50484	CEG50484	70
CEG45358	CEG45358	70
CEG49500	CEG49500	70
CEG49149	CEG49149	70
CEG47122	CEG47122	70
CEG42686	CEG42686	70
CEG38184	CEG38184	70
CEG35866	CEG35866	70
CEG45199	CEG45199	70
CEG36929	CEG36929	70
CEG41595	CEG41595	70
CEG41851	CEG41851	70
CEG41315	CEG41315	70
CEG48500	CEG48500	70
CEG40038	CEG40038	70
CEG47040	CEG47040	70
CEG42259	CEG42259	70
CEG40881	CEG40881	70
CEG48594	CEG48594	70
CEG42258	CEG42258	70
CEG38117	CEG38117	70
CEG48511	CEG48511	70
CEG48076	CEG48076	70
CEG42156	CEG42156	70
CEG36308	CEG36308	70
CEG38626	CEG38626	70
CEG36849	CEG36849	70
CEG49865	CEG49865	70
CEG41009	CEG41009	70
CEG35307	CEG35307	70
CEG47506	CEG47506	70
CEG41289	CEG41289	70
CEG47921	CEG47921	70
CEG48503	CEG48503	70
CEG44084	CEG44084	70
CEG43839	CEG43839	70
CEG37757	CEG37757	70
CEG41063	CEG41063	70
CEG41367	CEG41367	70
CEG39495	CEG39495	70
CEG38405	CEG38405	70
CEG45810	CEG45810	70
CEG47099	CEG47099	70
CEG36509	CEG36509	70
CEG39025	CEG39025	70
CEG43058	CEG43058	70
CEG47799	CEG47799	70
CEG48227	CEG48227	70
CEG47593	CEG47593	70
CEG35174	CEG35174	70
CEG38688	CEG38688	70
CEG47758	CEG47758	70
CEG50175	CEG50175	70
CEG38822	CEG38822	70
CEG38917	CEG38917	70
CEG37225	CEG37225	70
CEG43327	CEG43327	70
CEG48225	CEG48225	70
CEG42917	CEG42917	70
CEG35131	CEG35131	71
CEG40396	CEG40396	71
CEG38670	CEG38670	71
CEG43702	CEG43702	71
CEG48940	CEG48940	71
CEG43894	CEG43894	71
CEG45670	CEG45670	71
CEG38891	CEG38891	71
CEG46156	CEG46156	71
CEG46283	CEG46283	71
CEG43475	CEG43475	71
CEG48406	CEG48406	71
CEG44653	CEG44653	71
CEG37865	CEG37865	71
CEG40941	CEG40941	71
CEG35070	CEG35070	71
CEG45380	CEG45380	71
CEG50094	CEG50094	71
CEG48715	CEG48715	71
CEG39968	CEG39968	71
CEG48554	CEG48554	71
CEG36851	CEG36851	71
CEG47881	CEG47881	71
CEG46269	CEG46269	71
CEG37273	CEG37273	71
CEG46063	CEG46063	71
CEG44369	CEG44369	71
CEG50449	CEG50449	71
CEG35130	CEG35130	71
CEG45134	CEG45134	71
CEG45217	CEG45217	71
CEG38641	CEG38641	71
CEG37489	CEG37489	71
CEG48103	CEG48103	71
CEG39132	CEG39132	71
CEG37499	CEG37499	71
CEG37128	CEG37128	71
CEG50471	CEG50471	71
CEG44599	CEG44599	71
CEG39907	CEG39907	71
CEG45265	CEG45265	71
CEG43994	CEG43994	73
CEG39378	CEG39378	73
CEG35992	CEG35992	73
CEG48674	CEG48674	73
CEG39992	CEG39992	73
CEG49741	CEG49741	73
CEG40805	CEG40805	73
CEG38702	CEG38702	73
CEG43880	CEG43880	73
CEG45438	CEG45438	73
CEG48003	CEG48003	73
CEG49360	CEG49360	73
CEG42714	CEG42714	73
CEG35343	CEG35343	73
CEG40831	CEG40831	73
CEG36804	CEG36804	73
CEG36725	CEG36725	73
CEG44529	CEG44529	73
CEG50286	CEG50286	73
CEG43907	CEG43907	73
CEG40289	CEG40289	73
CEG41883	CEG41883	75
CEG41995	CEG41995	75
CEG39143	CEG39143	75
CEG39520	CEG39520	75
CEG38556	CEG38556	75
CEG37730	CEG37730	75
CEG47231	CEG47231	75
CEG40235	CEG40235	75
CEG39846	CEG39846	75
CEG39885	CEG39885	75
CEG40029	CEG40029	75
CEG41776	CEG41776	75
CEG42553	CEG42553	75
CEG40218	CEG40218	75
CEG40601	CEG40601	75
CEG38317	CEG38317	75
CEG35284	CEG35284	75
CEG41541	CEG41541	75
CEG35629	CEG35629	75
CEG49330	CEG49330	75
CEG40415	CEG40415	75
CEG39748	CEG39748	75
CEG37921	CEG37921	75
CEG44990	CEG44990	75
CEG38409	CEG38409	75
CEG50437	CEG50437	75
CEG42269	CEG42269	75
CEG47290	CEG47290	75
CEG48652	CEG48652	75
CEG35302	CEG35302	75
CEG35630	CEG35630	75
CEG35371	CEG35371	75
CEG37245	CEG37245	75
CEG37022	CEG37022	75
CEG49672	CEG49672	75
CEG46274	CEG46274	75
CEG38004	CEG38004	76
CEG36896	CEG36896	76
CEG39328	CEG39328	76
CEG43423	CEG43423	76
CEG41562	CEG41562	76
CEG38594	CEG38594	76
CEG44708	CEG44708	76
CEG37792	CEG37792	76
CEG39802	CEG39802	76
CEG45885	CEG45885	76
CEG40731	CEG40731	76
CEG50128	CEG50128	76
CEG41437	CEG41437	76
CEG42587	CEG42587	76
CEG49325	CEG49325	76
CEG45807	CEG45807	76
CEG36309	CEG36309	76
CEG46900	CEG46900	76
CEG45377	CEG45377	76
CEG35887	CEG35887	76
CEG38036	CEG38036	76
CEG39365	CEG39365	76
CEG46407	CEG46407	76
CEG43895	CEG43895	76
CEG38586	CEG38586	76
CEG36430	CEG36430	76
CEG46327	CEG46327	76
CEG39931	CEG39931	78
CEG49471	CEG49471	78
CEG44532	CEG44532	78
CEG38953	CEG38953	78
CEG41257	CEG41257	78
CEG42528	CEG42528	78
CEG38111	CEG38111	78
CEG49913	CEG49913	78
CEG44572	CEG44572	78
CEG42103	CEG42103	78
CEG40171	CEG40171	78
CEG39474	CEG39474	78
CEG40428	CEG40428	78
CEG48695	CEG48695	78
CEG35917	CEG35917	78
CEG46802	CEG46802	78
CEG45804	CEG45804	78
CEG43078	CEG43078	78
CEG38157	CEG38157	78
CEG48203	CEG48203	78
CEG41196	CEG41196	78
CEG39610	CEG39610	78
CEG46178	CEG46178	80
CEG41882	CEG41882	80
CEG37614	CEG37614	80
CEG38046	CEG38046	80
CEG36942	CEG36942	80
CEG46242	CEG46242	80
CEG42845	CEG42845	80
CEG37146	CEG37146	80
CEG45365	CEG45365	80
CEG37228	CEG37228	80
CEG41215	CEG41215	80
CEG49699	CEG49699	80
CEG49000	CEG49000	80
CEG49327	CEG49327	80
CEG48356	CEG48356	80
CEG41843	CEG41843	80
CEG43339	CEG43339	81
CEG42185	CEG42185	81
CEG49191	CEG49191	81
CEG47817	CEG47817	81
CEG46700	CEG46700	81
CEG49791	CEG49791	81
CEG46519	CEG46519	81
CEG48338	CEG48338	81
CEG49041	CEG49041	81
CEG46892	CEG46892	81
CEG35217	CEG35217	81
CEG35139	CEG35139	81
CEG45843	CEG45843	81
CEG39934	CEG39934	81
CEG35481	CEG35481	81
CEG46882	CEG46882	81
CEG44725	CEG44725	81
CEG45748	CEG45748	81
CEG37437	CEG37437	81
CEG37942	CEG37942	81
CEG47783	CEG47783	81
CEG48154	CEG48154	81
CEG47179	CEG47179	81
CEG46352	CEG46352	81
CEG41499	CEG41499	81
CEG48376	CEG48376	81
ENSRNAG00050152922	ENSRNAG00050152922	81
CEG38580	CEG38580	81
CEG44605	CEG44605	81
CEG39289	CEG39289	82
CEG41081	CEG41081	82
CEG46853	CEG46853	82
CEG45083	CEG45083	82
CEG39103	CEG39103	82
CEG40120	CEG40120	82
CEG38103	CEG38103	82
CEG41477	CEG41477	82
CEG41280	CEG41280	82
CEG38449	CEG38449	82
CEG37383	CEG37383	82
CEG39470	CEG39470	82
CEG43888	CEG43888	82
CEG49999	CEG49999	82
CEG36871	CEG36871	82
CEG42213	CEG42213	82
CEG45522	CEG45522	82
CEG36117	CEG36117	82
CEG48469	CEG48469	83
CEG40429	CEG40429	83
CEG47646	CEG47646	83
CEG42806	CEG42806	83
CEG36055	CEG36055	83
CEG41660	CEG41660	83
CEG48692	CEG48692	83
CEG46719	CEG46719	83
CEG40388	CEG40388	83
CEG42527	CEG42527	83
CEG48536	CEG48536	83
CEG41056	CEG41056	83
CEG47217	CEG47217	83
CEG43975	CEG43975	83
CEG45176	CEG45176	83
CEG37456	CEG37456	83
CEG37149	CEG37149	83
CEG42241	CEG42241	83
CEG40119	CEG40119	83
CEG43106	CEG43106	83
CEG35525	CEG35525	83
CEG41343	CEG41343	83
CEG43978	CEG43978	83
CEG45935	CEG45935	83
CEG43356	CEG43356	83
CEG42326	CEG42326	83
CEG38627	CEG38627	83
CEG36449	CEG36449	83
CEG38977	CEG38977	83
CEG36763	CEG36763	83
CEG40645	CEG40645	83
CEG50345	CEG50345	83
CEG36756	CEG36756	84
CEG48261	CEG48261	84
CEG46259	CEG46259	84
CEG41620	CEG41620	84
CEG43070	CEG43070	84
CEG41719	CEG41719	84
CEG40888	CEG40888	84
CEG39945	CEG39945	84
CEG44030	CEG44030	84
CEG49570	CEG49570	84
CEG45076	CEG45076	84
CEG45976	CEG45976	84
CEG39105	CEG39105	84
CEG35370	CEG35370	84
CEG42490	CEG42490	84
CEG43560	CEG43560	84
CEG44785	CEG44785	84
CEG49120	CEG49120	84
CEG50127	CEG50127	84
CEG48429	CEG48429	84
CEG44895	CEG44895	84
CEG37031	CEG37031	84
CEG42601	CEG42601	84
CEG35519	CEG35519	84
CEG47437	CEG47437	84
CEG40472	CEG40472	84
CEG45597	CEG45597	84
CEG49122	CEG49122	84
CEG36811	CEG36811	84
CEG46544	CEG46544	84
CEG41950	CEG41950	84
CEG44162	CEG44162	84
CEG45700	CEG45700	84
CEG44177	CEG44177	84
CEG36074	CEG36074	84
CEG36960	CEG36960	84
CEG47596	CEG47596	84
CEG40076	CEG40076	84
CEG41959	CEG41959	84
CEG35874	CEG35874	84
CEG37864	CEG37864	84
CEG44984	CEG44984	84
CEG37400	CEG37400	84
CEG42698	CEG42698	84
CEG39599	CEG39599	86
CEG45790	CEG45790	86
CEG41822	CEG41822	86
CEG48324	CEG48324	86
CEG45510	CEG45510	86
CEG38941	CEG38941	86
CEG45267	CEG45267	86
CEG38112	CEG38112	86
CEG49068	CEG49068	86
CEG41512	CEG41512	86
CEG43528	CEG43528	86
CEG45902	CEG45902	86
CEG43905	CEG43905	86
CEG36803	CEG36803	86
CEG45848	CEG45848	86
CEG35596	CEG35596	86
CEG38713	CEG38713	86
CEG50011	CEG50011	86
CEG37260	CEG37260	87
CEG41003	CEG41003	87
CEG40703	CEG40703	87
CEG38222	CEG38222	87
CEG48734	CEG48734	87
CEG47970	CEG47970	87
CEG36226	CEG36226	87
CEG35746	CEG35746	87
CEG45667	CEG45667	87
CEG35231	CEG35231	87
CEG47979	CEG47979	87
CEG46323	CEG46323	87
CEG49109	CEG49109	87
CEG49876	CEG49876	87
CEG46592	CEG46592	87
CEG44144	CEG44144	87
CEG47265	CEG47265	87
CEG47985	CEG47985	87
CEG43680	CEG43680	87
CEG42129	CEG42129	87
CEG36696	CEG36696	87
CEG39604	CEG39604	87
CEG40524	CEG40524	87
CEG45180	CEG45180	87
CEG36528	CEG36528	87
CEG48177	CEG48177	87
CEG45039	CEG45039	87
CEG36350	CEG36350	87
CEG49108	CEG49108	87
CEG37655	CEG37655	87
CEG43771	CEG43771	87
CEG45743	CEG45743	87
CEG36151	CEG36151	87
CEG50356	CEG50356	87
CEG36677	CEG36677	87
CEG43980	CEG43980	87
CEG50462	CEG50462	87
CEG39287	CEG39287	87
CEG50291	CEG50291	87
CEG44705	CEG44705	87
CEG43817	CEG43817	87
CEG45556	CEG45556	87
CEG45555	CEG45555	87
CEG44660	CEG44660	87
CEG50300	CEG50300	87
CEG48005	CEG48005	87
CEG46868	CEG46868	87
CEG44317	CEG44317	88
CEG49159	CEG49159	88
CEG49916	CEG49916	88
CEG50144	CEG50144	88
CEG48841	CEG48841	88
CEG42132	CEG42132	88
CEG38237	CEG38237	88
CEG43599	CEG43599	88
CEG39161	CEG39161	88
CEG37183	CEG37183	88
CEG39212	CEG39212	88
CEG43600	CEG43600	88
CEG35165	CEG35165	88
CEG49238	CEG49238	88
CEG35723	CEG35723	88
CEG35316	CEG35316	88
CEG36995	CEG36995	88
CEG38014	CEG38014	88
CEG45319	CEG45319	88
CEG36104	CEG36104	88
CEG44751	CEG44751	88
CEG46946	CEG46946	88
CEG42304	CEG42304	88
CEG38043	CEG38043	88
CEG47598	CEG47598	88
CEG37176	CEG37176	88
CEG38503	CEG38503	88
CEG44934	CEG44934	88
CEG47728	CEG47728	88
CEG47318	CEG47318	88
CEG39383	CEG39383	88
CEG37868	CEG37868	88
CEG44939	CEG44939	88
CEG46233	CEG46233	90
CEG37095	CEG37095	90
CEG44914	CEG44914	90
CEG48155	CEG48155	90
CEG44122	CEG44122	90
CEG49365	CEG49365	90
CEG49158	CEG49158	90
CEG42594	CEG42594	90
CEG40905	CEG40905	90
CEG39027	CEG39027	90
CEG49406	CEG49406	90
CEG44447	CEG44447	90
CEG41124	CEG41124	90
CEG43683	CEG43683	90
CEG43038	CEG43038	90
CEG41248	CEG41248	90
CEG35787	CEG35787	90
CEG39073	CEG39073	90
CEG43348	CEG43348	90
CEG46490	CEG46490	90
CEG38225	CEG38225	90
CEG39571	CEG39571	90
CEG46433	CEG46433	90
CEG42061	CEG42061	90
CEG35566	CEG35566	90
CEG46120	CEG46120	90
CEG35873	CEG35873	90
CEG39300	CEG39300	90
CEG36469	CEG36469	90
CEG37429	CEG37429	90
CEG41057	CEG41057	90
CEG42641	CEG42641	90
CEG50056	CEG50056	90
CEG50049	CEG50049	90
CEG36860	CEG36860	90
CEG50170	CEG50170	90
CEG46716	CEG46716	90
CEG48204	CEG48204	90
CEG43279	CEG43279	90
CEG47992	CEG47992	90
CEG50069	CEG50069	90
CEG41761	CEG41761	90
CEG37611	CEG37611	90
CEG37647	CEG37647	90
CEG50444	CEG50444	90
CEG45209	CEG45209	90
CEG42394	CEG42394	90
CEG35780	CEG35780	90
CEG42091	CEG42091	90
CEG44961	CEG44961	91
CEG47425	CEG47425	91
CEG42428	CEG42428	91
CEG40147	CEG40147	91
CEG40918	CEG40918	91
CEG45096	CEG45096	91
CEG36261	CEG36261	91
CEG40268	CEG40268	91
CEG42329	CEG42329	91
CEG39385	CEG39385	91
CEG35422	CEG35422	91
CEG37347	CEG37347	91
CEG39962	CEG39962	91
CEG42012	CEG42012	91
CEG47102	CEG47102	91
CEG47148	CEG47148	91
CEG42875	CEG42875	91
CEG38802	CEG38802	91
CEG48206	CEG48206	91
CEG42324	CEG42324	91
CEG44917	CEG44917	91
CEG37978	CEG37978	91
CEG47862	CEG47862	91
CEG40532	CEG40532	91
CEG39351	CEG39351	91
CEG41198	CEG41198	91
CEG43956	CEG43956	91
CEG39672	CEG39672	91
CEG46359	CEG46359	91
CEG36796	CEG36796	91
CEG35163	CEG35163	91
CEG40646	CEG40646	91
CEG43875	CEG43875	91
CEG38305	CEG38305	91
CEG47154	CEG47154	91
CEG36049	CEG36049	91
CEG46984	CEG46984	91
CEG40861	CEG40861	91
CEG39666	CEG39666	91
CEG49685	CEG49685	91
CEG46420	CEG46420	91
CEG38762	CEG38762	92
CEG48027	CEG48027	92
CEG40894	CEG40894	92
CEG38334	CEG38334	92
CEG36157	CEG36157	92
CEG38901	CEG38901	92
CEG46923	CEG46923	92
CEG40056	CEG40056	92
CEG45001	CEG45001	92
CEG38212	CEG38212	92
CEG41979	CEG41979	92
CEG40921	CEG40921	92
CEG36136	CEG36136	92
CEG44290	CEG44290	92
CEG49348	CEG49348	92
CEG35743	CEG35743	92
CEG38170	CEG38170	92
CEG49669	CEG49669	92
CEG38442	CEG38442	92
CEG50307	CEG50307	92
CEG35135	CEG35135	92
CEG46432	CEG46432	94
CEG49162	CEG49162	94
CEG38224	CEG38224	94
CEG47026	CEG47026	94
CEG38247	CEG38247	94
CEG43847	CEG43847	94
CEG49367	CEG49367	94
CEG38829	CEG38829	94
CEG45379	CEG45379	94
CEG35452	CEG35452	94
CEG49300	CEG49300	94
CEG49355	CEG49355	94
CEG37351	CEG37351	94
CEG38329	CEG38329	94
CEG37735	CEG37735	94
CEG38997	CEG38997	94
CEG44209	CEG44209	94
CEG45052	CEG45052	94
CEG46349	CEG46349	94
ENSRNAG00050153286	ENSRNAG00050153286	94
CEG36191	CEG36191	94
CEG39127	CEG39127	94
CEG39983	CEG39983	94
CEG47299	CEG47299	94
CEG45253	CEG45253	94
CEG38827	CEG38827	94
CEG42873	CEG42873	95
CEG40930	CEG40930	95
CEG50274	CEG50274	95
CEG43959	CEG43959	95
CEG35321	CEG35321	95
CEG49361	CEG49361	95
CEG47016	CEG47016	95
CEG44521	CEG44521	95
CEG41546	CEG41546	95
CEG49590	CEG49590	95
CEG47947	CEG47947	95
CEG49820	CEG49820	95
CEG47574	CEG47574	95
CEG41050	CEG41050	95
CEG47928	CEG47928	95
CEG42263	CEG42263	95
CEG47367	CEG47367	95
CEG35822	CEG35822	95
CEG43942	CEG43942	95
CEG46003	CEG46003	99
CEG37406	CEG37406	99
CEG42287	CEG42287	99
CEG42657	CEG42657	99
CEG39371	CEG39371	99
CEG37587	CEG37587	99
CEG44125	CEG44125	99
CEG40970	CEG40970	99
CEG36600	CEG36600	99
CEG36281	CEG36281	99
CEG47846	CEG47846	99
CEG49528	CEG49528	99
CEG49296	CEG49296	99
CEG36879	CEG36879	99
CEG35490	CEG35490	99
CEG38324	CEG38324	99
CEG42713	CEG42713	99
CEG35222	CEG35222	99
CEG37709	CEG37709	99
CEG40900	CEG40900	99
CEG43598	CEG43598	99
CEG46383	CEG46383	99
CEG50313	CEG50313	99
CEG45599	CEG45599	99
CEG45105	CEG45105	99
CEG36019	CEG36019	99
CEG43168	CEG43168	99
CEG36976	CEG36976	99
CEG48320	CEG48320	99
CEG41260	CEG41260	99
CEG43981	CEG43981	99
CEG39307	CEG39307	99
CEG44807	CEG44807	99
CEG38253	CEG38253	99
CEG35424	CEG35424	99
CEG39366	CEG39366	99
CEG36033	CEG36033	99
CEG45099	CEG45099	99
CEG49802	CEG49802	99
CEG38066	CEG38066	99
CEG44897	CEG44897	99
CEG49354	CEG49354	99
CEG46610	CEG46610	99
CEG45909	CEG45909	99
CEG47866	CEG47866	99
CEG48153	CEG48153	99
CEG37425	CEG37425	99
CEG46024	CEG46024	99
CEG35423	CEG35423	99
CEG48191	CEG48191	99
CEG43837	CEG43837	99
CEG41345	CEG41345	99
CEG49761	CEG49761	99
CEG43376	CEG43376	99
CEG37940	CEG37940	99
CEG45953	CEG45953	99
CEG47000	CEG47000	99
CEG43723	CEG43723	99
CEG40315	CEG40315	99
CEG46398	CEG46398	99
CEG44392	CEG44392	99
CEG46619	CEG46619	99
CEG45873	CEG45873	99
CEG37192	CEG37192	99
CEG36750	CEG36750	99
CEG37284	CEG37284	99
CEG44254	CEG44254	99
CEG42410	CEG42410	99
CEG47020	CEG47020	99
CEG49763	CEG49763	99
CEG44431	CEG44431	99
CEG43713	CEG43713	99
CEG40950	CEG40950	99
CEG38404	CEG38404	99
CEG35836	CEG35836	99
CEG38185	CEG38185	99
CEG47689	CEG47689	99
CEG41154	CEG41154	99
CEG45092	CEG45092	99
CEG45471	CEG45471	99
CEG44269	CEG44269	99
CEG37703	CEG37703	99
CEG45878	CEG45878	99
CEG43988	CEG43988	99
CEG49548	CEG49548	99
CEG35500	CEG35500	99
CEG45995	CEG45995	99
CEG35978	CEG35978	99
CEG48237	CEG48237	99
CEG38826	CEG38826	99
